authorized_status,id,is_t1_brand,name
1,7300108163028649733,False,&ChiMaiComputer
1,7299777727081645829,False,&CHINA
1,7301151490381006598,False,&CHL
1,7318257925364188934,False,&Chuck's70's
1,7316180683909056262,False,&chuyensieunhan
1,7316546420100663045,False,&Chàbông
1,7329381075871172357,False,&CIcnia
1,7323369881139595014,False,&CN Sinh hoá Nam Định
1,7322296902513559301,False,&CN Sinh Hoá Thăng Long
1,7329309918748722950,False,&cnap
1,7299960482398799622,False,&Css&Crs
1,7329350083169208069,False,&cytugyu
1,7315416710075549446,False,&CËLYN
1,7311262497221428998,False,&Daizi
1,7300432467853133574,False,&DatPiCiGaming
1,7330060583628621574,False,&Dcrafts
1,7317500096420480773,False,&desicolection
1,7307915047114671877,False,&diathang
1,7315256763140540166,False,&dingdong
1,7315388662404155142,False,&dmaz
1,7316618753599670022,False,&DMPT
1,7331949098620339973,False,&Dnshoes
1,7310447357169485574,False,&DOSSTORE
1,7299003716521821957,False,&dresslily
1,7307949718976595717,False,&Drone A
1,7318371102005315333,False,&dunia.kids
1,7338327065487279878,False,&DW97
1,7310828109589464838,False,&eljae brand
1,7257862741867333382,False,&ephriamhouse
1,7276489414887687941,False,&febg
1,7307167344122464005,False,&fhgljfdty
1,7316153011267733254,False,&firstday
1,7309673455497266950,False,&FIVE STAR FASHION
1,7331703781270587141,False,&FIYFASHION
1,7322112429758957317,False,&floatgoat
1,7318343070985078534,False,&frem
1,7303905035950376710,False,&fresas
1,7242410854757664518,False,&FRIMSLIM
1,7314292301071664901,False,&gap
1,7312248752470427398,False,&gegoh
1,7312854061429344005,False,&Genzo
1,7305269340814296837,False,&glue
1,7305240178040456965,False,&gold city thái lan
1,7321937453273761542,False,&Haijoel Store
1,7305260793971607301,False,&hantt
1,7308696669732931333,False,&havs
1,7338935754078324485,False,&HealthGoodsIn
1,7311240289691961093,False,&Highwaistjeans
1,7311497386529408773,False,&Hijab's Style
1,7260883158990898949,False,&HMU
1,7327994904700405510,False,&Hoangsonapple
1,7320184134457165574,False,&hoangsonstore
1,7340839278924482309,False,&HoCha89
1,7336848175943223046,False,&homii
1,7336844751439972102,False,&HomiiStore
1,7327679123558565638,False,&Hongfah Garment
1,7311720932140730118,False,&hongpkph
1,7314147348600162054,False,&Hoodee
1,7316445536272451333,False,&Hoygi
1,7311593304846501638,False,&hoái
1,7325381558998255365,False,&Hung
1,7323610417921165062,False,&HXT
1,7331887330728642309,False,&iancayoo
1,7263371253917107974,False,&IL
1,7297854584972789510,False,&IMZZY
1,7274109332025837318,False,&INKEY
1,7305695893477672709,False,&Jazaa
1,7312677009237460741,False,&Jecurity
1,7317368811702290181,False,&JelloBoom
1,7339011980992005894,False,&jfaka
1,7317519213563004678,False,&jhesdesign
1,7237020126833706758,False,&joy agtal
1,7335422132190889733,False,&JoyFan
1,7304364378919421701,False,&JUSTBREAKIT
1,7288086529065731846,False,&jyc
1,7321271639619585797,False,&K9
1,7311950289426679558,False,&kalezaProject
1,7293121477413717765,False,&kidimax
1,7330310725960288005,False,&kobehshop
1,7314204388087826182,False,&KXfashion
1,7308548212011566854,False,&lac0stee
1,7317384846069286662,False,&Laface
1,7310878611400050437,False,&LaPawcina
1,7320292771452307206,False,&LEN_LIN
1,7339542694567986950,False,&LHP
1,7330784304404121350,False,&LittlePals
1,7335069054986290950,False,&Long Love
1,7321713831481837318,False,&lOTTEFOOD
1,7231780871802668805,False,&LT
1,7318927725845710597,False,&LUEHSKINCARE
1,7313372753728554757,False,&MAKANBAGIBETUL
1,7326341634503902982,False,&Maruza
1,7312677973449459462,False,&merkq
1,7256319265275102981,False,&MIHUKI
1,7297628777952052998,False,&misskin
1,7308962921567274757,False,&MNM FASHION CLOTHINGS
1,7217473498019612422,False,&Morthai
1,7324677649480386310,False,&Mr.Banana
1,7305880668876064518,False,&mumchen
1,7302755812831741701,False,&myphuongfood
1,7314770998681782021,False,&Nadeef
