id,is_leaf,local_display_name,parent_id
812936,True,"Beds, Sofas & Mats",812808
812944,True,Synthetic Extensions & Pieces,810128
813064,True,Houses,812808
813072,True,Tasbih,601348
813192,True,Cages & Crates,812808
813320,True,Scratching Pads & Posts,812808
813448,True,Cat Hammocks,812808
813576,True,Cat & Dog Flaps,812808
813704,True,Stairs & Ramps,812808
813832,True,Playpens,812808
814088,True,Coats,813960
814216,True,Shirts,813960
814344,True,Sweaters & Hoodies,813960
814472,True,Lifejackets,813960
814600,True,Dresses,813960
814728,True,Raincoats,813960
814856,True,Boots & Paw Protectors,813960
814984,True,Neck Accessories,813960
815112,True,Eyewear,813960
815120,True,Seat & Seat Covers,940936
815240,True,Hair Accessories,813960
815248,True,Locks & Security,940936
815368,True,Hats,813960
815376,True,Boxes &Cases,940936
815496,True,Costumes,813960
815504,True,Carpets,940936
815632,True,Helmets,940936
815752,True,Litter Trays & Boxes,815624
815880,True,"Diapers, Pads & Trays",815624
816008,True,Poop Bags & Scoopers,815624
816136,True,Odor & Stain Removers,815624
816264,True,Urine Detectors,815624
816520,True,Shampoos & Conditioners,816392
816648,True,Bath Accessories,816392
816776,True,Combs & Brushes,816392
816904,True,Hair Dryers,816392
817032,True,Grooming Wipes,816392
817288,True,Grooming Clippers,816392
817416,True,Styptic Gels & Powders,816392
817424,True,Sunglasses,961928
817544,True,Claw Care,816392
817552,True,"Bloomers, Diaper Covers & Underwear",877320
817672,True,Ear Care,816392
817680,True,Hoodies & Active,877320
817800,True,Oral Care,816392
817808,True,Sweaters,877320
817928,True,Eye Care,816392
817936,True,Mirrors,878984
818056,True,Hair Removal Products,816392
818064,True,Balls,878984
818192,True,Car Seat & Stroller Toys,878984
818312,True,Flea & Tick Treatments,818184
818448,True,Indoor Climbers & Play Structures,878984
818568,True,Vitamins & Supplements,818184
818576,True,Baby Electric & Remote Control Toys,878984
818704,True,Baby Pretend Play,878984
818824,True,"Collars, Harnesses & Leads",818696
818832,True,Medicine Dispensers,879112
818952,True,Training & Behavior Aids,818696
819080,True,Dog Toys,818696
819088,True,Scales,879112
819208,True,Cat Toys,818696
819336,True,Feeding Supplies,818696
